tab	measurements																									
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
PF18-136a_LP-DIR-T-1573	PF18-136a_LP-DIR-T	PF18-136a	2.1	334.1	53	0	0	0	0	19	853	This study	hargrave 2021-05-09 09:30:46	LT-T-Z:LP-DIR-T	g	1573	u	8	273			pmagpy-4.2.24-1	1.22E-07	3.42E-09	1.49E-09	2.38E-09
PF18-136a_LP-DIR-T-1574	PF18-136a_LP-DIR-T	PF18-136a	1.7	329.6	54.5	0	0	0	0	20	863	This study	hargrave 2021-05-10 10:20:34	LT-T-Z:LP-DIR-T	g	1574	u	8	273			pmagpy-4.2.24-1	1.18E-07	1.69E-09	2.38E-09	1.91E-09
PF18-136a_LP-DIR-T-1575	PF18-136a_LP-DIR-T	PF18-136a	2	335.6	50.6	0	0	0	0	21	873	This study	hargrave 2021-05-11 12:48:32	LT-T-Z:LP-DIR-T	g	1575	u	8	273			pmagpy-4.2.24-1	1.14E-07	1.28E-09	3.21E-09	1.99E-09
PF18-136a_LP-DIR-T-1576	PF18-136a_LP-DIR-T	PF18-136a	3.5	328.2	53.7	0	0	0	0	22	883	This study	hargrave 2021-05-12 13:50:22	LT-T-Z:LP-DIR-T	g	1576	u	8	273			pmagpy-4.2.24-1	1.06E-07	1.18E-09	6.20E-09	1.83E-09
PF18-136a_LP-DIR-T-1577	PF18-136a_LP-DIR-T	PF18-136a	2.7	325.7	50.3	0	0	0	0	23	893	This study	hargrave 2021-05-13 17:40:16	LT-T-Z:LP-DIR-T	g	1577	u	8	273			pmagpy-4.2.24-1	1.06E-07	6.95E-10	4.57E-09	1.92E-09
PF18-136a_LP-DIR-T-1578	PF18-136a_LP-DIR-T	PF18-136a	2.4	325	52.1	0	0	0	0	24	903	This study	hargrave 2021-05-16 13:38:27	LT-T-Z:LP-DIR-T	g	1578	u	8	273			pmagpy-4.2.24-1	1.02E-07	4.18E-10	3.69E-09	2.17E-09
PF18-136a_LP-DIR-T-1579	PF18-136a_LP-DIR-T	PF18-136a	1.8	324.4	50.8	0	0	0	0	25	913	This study	hargrave 2021-05-17 09:02:25	LT-T-Z:LP-DIR-T	g	1579	u	8	273			pmagpy-4.2.24-1	1.00E-07	2.01E-09	1.40E-09	2.03E-09
PF18-136a_LP-DIR-T-1580	PF18-136a_LP-DIR-T	PF18-136a	1.8	328.8	51.5	0	0	0	0	26	923	This study	hargrave 2021-05-18 11:12:06	LT-T-Z:LP-DIR-T	g	1580	u	8	273			pmagpy-4.2.24-1	9.66E-08	1.95E-09	1.11E-09	2.14E-09
PF18-136a_LP-DIR-T-1581	PF18-136a_LP-DIR-T	PF18-136a	1.9	329.2	48.2	0	0	0	0	27	933	This study	hargrave 2021-05-19 10:47:53	LT-T-Z:LP-DIR-T	g	1581	u	8	273			pmagpy-4.2.24-1	9.90E-08	1.64E-09	1.58E-09	2.43E-09
PF18-136a_LP-DIR-T-1582	PF18-136a_LP-DIR-T	PF18-136a	1.7	330.9	52.3	0	0	0	0	28	937	This study	hargrave 2021-05-20 18:36:44	LT-T-Z:LP-DIR-T	g	1582	u	8	273			pmagpy-4.2.24-1	9.36E-08	2.32E-09	5.28E-10	1.58E-09
PF18-136a_LP-DIR-T-1583	PF18-136a_LP-DIR-T	PF18-136a	2.1	335.8	49.8	0	0	0	0	29	941	This study	hargrave 2021-05-22 09:29:38	LT-T-Z:LP-DIR-T	g	1583	u	8	273			pmagpy-4.2.24-1	9.09E-08	2.31E-09	1.58E-09	1.86E-09
PF18-136a_LP-DIR-T-1584	PF18-136a_LP-DIR-T	PF18-136a	2.7	331.8	50.3	0	0	0	0	30	945	This study	hargrave 2021-05-24 09:29:45	LT-T-Z:LP-DIR-T	g	1584	u	8	273			pmagpy-4.2.24-1	8.50E-08	2.86E-09	2.75E-09	1.74E-09
PF18-136a_LP-DIR-T-1585	PF18-136a_LP-DIR-T	PF18-136a	2.6	330.7	46.7	0	0	0	0	31	947	This study	hargrave 2021-05-25 09:02:46	LT-T-Z:LP-DIR-T	g	1585	u	8	273			pmagpy-4.2.24-1	7.59E-08	2.34E-09	1.83E-09	1.70E-09
PF18-136a_LP-DIR-T-1586	PF18-136a_LP-DIR-T	PF18-136a	2.2	326.8	51.3	0	0	0	0	32	949	This study	hargrave 2021-05-26 09:06:11	LT-T-Z:LP-DIR-T	g	1586	u	8	273			pmagpy-4.2.24-1	6.66E-08	2.08E-09	8.86E-10	1.30E-09
PF18-136a_LP-DIR-T-1587	PF18-136a_LP-DIR-T	PF18-136a	1.8	315.9	49.1	0	0	0	0	33	951	This study	hargrave 2021-05-29 11:23:03	LT-T-Z:LP-DIR-T	g	1587	u	8	273			pmagpy-4.2.24-1	4.57E-08	7.29E-10	8.67E-10	8.51E-10
PF18-136a_LP-DIR-T-1588	PF18-136a_LP-DIR-T	PF18-136a	2.4	325.5	55.5	0	0	0	0	34	953	This study	hargrave 2021-05-31 09:04:31	LT-T-Z:LP-DIR-T	g	1588	u	8	273			pmagpy-4.2.24-1	3.68E-08	1.38E-09	5.36E-10	4.62E-10
PF18-136a_LP-DIR-T-1589	PF18-136a_LP-DIR-T	PF18-136a	2.4	330.9	45.9	0	0	0	0	35	955	This study	hargrave 2021-06-02 13:06:27	LT-T-Z:LP-DIR-T	g	1589	u	8	273			pmagpy-4.2.24-1	2.44E-08	7.74E-10	3.47E-10	6.07E-10
PF18-136a_LP-DIR-T-1590	PF18-136a_LP-DIR-T	PF18-136a	3.2	267.1	40.8	0	0	0	0	36	969	This study	hargrave 2021-06-03 14:41:00	LT-T-Z:LP-DIR-T	g	1590	u	8	273			pmagpy-4.2.24-1	4.92E-09	1.90E-10	2.63E-10	3.97E-11
PF18-137a_LP-DIR-T-1591	PF18-137a_LP-DIR-T	PF18-137a	1.9	143.4	53.9	0	0	0	0	0	273	This study	hargrave 2021-04-09 19:09:53	LT-NO:LP-DIR-T	g	1591	u	8	273			pmagpy-4.2.24-1	8.41E-07	2.07E-08	1.73E-08	7.85E-09
PF18-137a_LP-DIR-T-1592	PF18-137a_LP-DIR-T	PF18-137a	0.8	141	54	0	0	0	0	1	323	This study	hargrave 2021-04-10 17:52:15	LT-T-Z:LP-DIR-T	g	1592	u	8	273			pmagpy-4.2.24-1	8.34E-07	4.78E-09	7.40E-09	7.78E-09
PF18-137a_LP-DIR-T-1593	PF18-137a_LP-DIR-T	PF18-137a	1.3	135.9	56.7	0	0	0	0	2	373	This study	hargrave 2021-04-12 14:20:51	LT-T-Z:LP-DIR-T	g	1593	u	8	273			pmagpy-4.2.24-1	6.82E-07	1.32E-08	6.54E-09	5.06E-09
PF18-137a_LP-DIR-T-1594	PF18-137a_LP-DIR-T	PF18-137a	1.2	132.6	62.6	0	0	0	0	3	423	This study	hargrave 2021-04-14 15:09:33	LT-T-Z:LP-DIR-T	g	1594	u	8	273			pmagpy-4.2.24-1	5.08E-07	9.59E-09	4.31E-09	3.56E-09
PF18-137a_LP-DIR-T-1595	PF18-137a_LP-DIR-T	PF18-137a	0.6	130.8	62.8	0	0	0	0	4	473	This study	hargrave 2021-04-15 13:05:56	LT-T-Z:LP-DIR-T	g	1595	u	8	273			pmagpy-4.2.24-1	4.96E-07	1.55E-09	3.61E-09	3.20E-09
PF18-137a_LP-DIR-T-1596	PF18-137a_LP-DIR-T	PF18-137a	0.6	108.9	68.7	0	0	0	0	5	523	This study	hargrave 2021-04-16 17:59:06	LT-T-Z:LP-DIR-T	g	1596	u	8	273			pmagpy-4.2.24-1	3.54E-07	3.16E-09	2.20E-09	1.27E-09
PF18-137a_LP-DIR-T-1597	PF18-137a_LP-DIR-T	PF18-137a	1.4	101.4	69.6	0	0	0	0	6	573	This study	hargrave 2021-04-18 21:00:01	LT-T-Z:LP-DIR-T	g	1597	u	8	273			pmagpy-4.2.24-1	2.65E-07	5.77E-09	3.21E-09	9.09E-10
PF18-137a_LP-DIR-T-1598	PF18-137a_LP-DIR-T	PF18-137a	0.9	100.8	71	0	0	0	0	7	598	This study	hargrave 2021-04-21 17:39:47	LT-T-Z:LP-DIR-T	g	1598	u	8	273			pmagpy-4.2.24-1	2.35E-07	2.45E-09	2.51E-09	5.65E-10
PF18-137a_LP-DIR-T-1599	PF18-137a_LP-DIR-T	PF18-137a	0.4	91.9	71.1	0	0	0	0	8	623	This study	hargrave 2021-04-22 15:12:51	LT-T-Z:LP-DIR-T	g	1599	u	8	273			pmagpy-4.2.24-1	2.09E-07	8.17E-10	1.09E-09	4.53E-10
PF18-137a_LP-DIR-T-1600	PF18-137a_LP-DIR-T	PF18-137a	0.6	88.8	72	0	0	0	0	9	648	This study	hargrave 2021-04-23 16:26:27	LT-T-Z:LP-DIR-T	g	1600	u	8	273			pmagpy-4.2.24-1	1.77E-07	1.22E-09	1.23E-09	4.33E-10
PF18-137a_LP-DIR-T-1601	PF18-137a_LP-DIR-T	PF18-137a	0.7	89	73.1	0	0	0	0	10	688	This study	hargrave 2021-04-25 19:28:08	LT-T-Z:LP-DIR-T	g	1601	u	8	273			pmagpy-4.2.24-1	1.56E-07	1.65E-09	7.96E-10	4.04E-10
PF18-137a_LP-DIR-T-1602	PF18-137a_LP-DIR-T	PF18-137a	1.4	84.4	74.5	0	0	0	0	11	723	This study	hargrave 2021-04-28 09:05:00	LT-T-Z:LP-DIR-T	g	1602	u	8	273			pmagpy-4.2.24-1	1.35E-07	3.18E-09	4.31E-10	3.02E-10
PF18-137a_LP-DIR-T-1603	PF18-137a_LP-DIR-T	PF18-137a	0.6	84.4	74.4	0	0	0	0	12	748	This study	hargrave 2021-04-30 11:04:27	LT-T-Z:LP-DIR-T	g	1603	u	8	273			pmagpy-4.2.24-1	1.21E-07	1.04E-09	7.22E-10	3.43E-10
PF18-137a_LP-DIR-T-1604	PF18-137a_LP-DIR-T	PF18-137a	0.5	79.7	75.2	0	0	0	0	13	773	This study	hargrave 2021-05-01 13:14:06	LT-T-Z:LP-DIR-T	g	1604	u	8	273			pmagpy-4.2.24-1	1.11E-07	5.41E-10	7.56E-10	2.35E-10
PF18-137a_LP-DIR-T-1605	PF18-137a_LP-DIR-T	PF18-137a	0.6	74.5	76.8	0	0	0	0	14	793	This study	hargrave 2021-05-02 12:04:09	LT-T-Z:LP-DIR-T	g	1605	u	8	273			pmagpy-4.2.24-1	1.02E-07	8.75E-10	7.38E-10	2.09E-10
PF18-137a_LP-DIR-T-1606	PF18-137a_LP-DIR-T	PF18-137a	0.6	76.9	78.5	0	0	0	0	15	808	This study	hargrave 2021-05-03 13:01:27	LT-T-Z:LP-DIR-T	g	1606	u	8	273			pmagpy-4.2.24-1	9.20E-08	6.91E-10	5.77E-10	2.66E-10
PF18-137a_LP-DIR-T-1607	PF18-137a_LP-DIR-T	PF18-137a	0.8	74.5	76.9	0	0	0	0	16	823	This study	hargrave 2021-05-05 11:51:02	LT-T-Z:LP-DIR-T	g	1607	u	8	273			pmagpy-4.2.24-1	8.51E-08	9.56E-10	8.18E-10	1.67E-10
PF18-137a_LP-DIR-T-1608	PF18-137a_LP-DIR-T	PF18-137a	0.5	68.4	76.2	0	0	0	0	17	833	This study	hargrave 2021-05-06 08:53:09	LT-T-Z:LP-DIR-T	g	1608	u	8	273			pmagpy-4.2.24-1	7.68E-08	5.76E-10	2.34E-10	1.54E-10
PF18-137a_LP-DIR-T-1609	PF18-137a_LP-DIR-T	PF18-137a	0.8	78.3	79.6	0	0	0	0	18	843	This study	hargrave 2021-05-07 14:48:31	LT-T-Z:LP-DIR-T	g	1609	u	8	273			pmagpy-4.2.24-1	6.73E-08	4.11E-10	7.51E-10	2.95E-10
PF18-137a_LP-DIR-T-1610	PF18-137a_LP-DIR-T	PF18-137a	0.8	56.7	80.8	0	0	0	0	19	853	This study	hargrave 2021-05-09 09:32:14	LT-T-Z:LP-DIR-T	g	1610	u	8	273			pmagpy-4.2.24-1	5.66E-08	6.86E-10	3.78E-10	1.27E-10
PF18-137a_LP-DIR-T-1611	PF18-137a_LP-DIR-T	PF18-137a	0.9	84.2	77	0	0	0	0	20	863	This study	hargrave 2021-05-10 10:22:07	LT-T-Z:LP-DIR-T	g	1611	u	8	273			pmagpy-4.2.24-1	5.46E-08	3.92E-10	7.14E-10	2.70E-10
PF18-137a_LP-DIR-T-1612	PF18-137a_LP-DIR-T	PF18-137a	0.8	61.7	75.8	0	0	0	0	21	873	This study	hargrave 2021-05-11 12:50:05	LT-T-Z:LP-DIR-T	g	1612	u	8	273			pmagpy-4.2.24-1	4.79E-08	4.14E-10	4.61E-10	2.25E-10
PF18-137a_LP-DIR-T-1613	PF18-137a_LP-DIR-T	PF18-137a	1.2	65.1	75.5	0	0	0	0	22	883	This study	hargrave 2021-05-12 13:51:54	LT-T-Z:LP-DIR-T	g	1613	u	8	273			pmagpy-4.2.24-1	4.21E-08	7.01E-10	5.14E-10	1.76E-10
PF18-137a_LP-DIR-T-1614	PF18-137a_LP-DIR-T	PF18-137a	1.3	314	84	0	0	0	0	23	893	This study	hargrave 2021-05-13 17:41:47	LT-T-Z:LP-DIR-T	g	1614	u	8	273			pmagpy-4.2.24-1	3.68E-08	6.04E-10	5.69E-10	2.17E-10
PF18-137a_LP-DIR-T-1615	PF18-137a_LP-DIR-T	PF18-137a	0.8	84.9	77.2	0	0	0	0	24	903	This study	hargrave 2021-05-16 13:40:00	LT-T-Z:LP-DIR-T	g	1615	u	8	273			pmagpy-4.2.24-1	3.56E-08	2.99E-10	4.00E-10	2.31E-10
PF18-137a_LP-DIR-T-1616	PF18-137a_LP-DIR-T	PF18-137a	1.3	310.8	81.3	0	0	0	0	25	913	This study	hargrave 2021-05-17 09:03:59	LT-T-Z:LP-DIR-T	g	1616	u	8	273			pmagpy-4.2.24-1	3.30E-08	5.88E-10	4.65E-10	2.24E-10
PF18-137a_LP-DIR-T-1617	PF18-137a_LP-DIR-T	PF18-137a	1.5	49.2	89.4	0	0	0	0	26	923	This study	hargrave 2021-05-18 11:13:38	LT-T-Z:LP-DIR-T	g	1617	u	8	273			pmagpy-4.2.24-1	3.27E-08	5.64E-10	6.14E-10	1.77E-10
PF18-137a_LP-DIR-T-1618	PF18-137a_LP-DIR-T	PF18-137a	1.5	349.4	68.1	0	0	0	0	27	933	This study	hargrave 2021-05-19 10:49:25	LT-T-Z:LP-DIR-T	g	1618	u	8	273			pmagpy-4.2.24-1	3.10E-08	6.58E-10	3.98E-10	4.27E-10
PF18-137a_LP-DIR-T-1619	PF18-137a_LP-DIR-T	PF18-137a	1.1	86.3	84.1	0	0	0	0	28	937	This study	hargrave 2021-05-20 18:38:16	LT-T-Z:LP-DIR-T	g	1619	u	8	273			pmagpy-4.2.24-1	2.79E-08	3.14E-10	4.30E-10	2.18E-10
PF18-137a_LP-DIR-T-1620	PF18-137a_LP-DIR-T	PF18-137a	0.9	70.6	77.3	0	0	0	0	29	941	This study	hargrave 2021-05-22 09:31:10	LT-T-Z:LP-DIR-T	g	1620	u	8	273			pmagpy-4.2.24-1	2.52E-08	2.83E-10	2.72E-10	1.11E-10
PF18-137a_LP-DIR-T-1621	PF18-137a_LP-DIR-T	PF18-137a	1	47.5	70.8	0	0	0	0	30	945	This study	hargrave 2021-05-24 09:31:16	LT-T-Z:LP-DIR-T	g	1621	u	8	273			pmagpy-4.2.24-1	2.22E-08	3.29E-10	1.84E-10	1.01E-10
PF18-137a_LP-DIR-T-1622	PF18-137a_LP-DIR-T	PF18-137a	1.5	357.4	64.4	0	0	0	0	31	947	This study	hargrave 2021-05-25 09:04:18	LT-T-Z:LP-DIR-T	g	1622	u	8	273			pmagpy-4.2.24-1	1.76E-08	3.80E-10	2.43E-10	1.90E-10
PF18-137a_LP-DIR-T-1623	PF18-137a_LP-DIR-T	PF18-137a	1.4	64.6	62.6	0	0	0	0	32	949	This study	hargrave 2021-05-26 09:07:43	LT-T-Z:LP-DIR-T	g	1623	u	8	273			pmagpy-4.2.24-1	1.68E-08	3.13E-10	2.01E-10	2.00E-10
PF18-137a_LP-DIR-T-1624	PF18-137a_LP-DIR-T	PF18-137a	3.3	188.8	68	0	0	0	0	33	951	This study	hargrave 2021-05-29 11:24:35	LT-T-Z:LP-DIR-T	g	1624	u	8	273			pmagpy-4.2.24-1	9.90E-09	2.93E-10	4.78E-10	3.05E-10
PF18-137a_LP-DIR-T-1625	PF18-137a_LP-DIR-T	PF18-137a	2.7	103.4	52.8	0	0	0	0	34	953	This study	hargrave 2021-05-31 09:06:03	LT-T-Z:LP-DIR-T	g	1625	u	8	273			pmagpy-4.2.24-1	9.16E-09	2.39E-10	3.99E-10	2.56E-10
PF18-137a_LP-DIR-T-1626	PF18-137a_LP-DIR-T	PF18-137a	2.5	343.2	39.1	0	0	0	0	35	955	This study	hargrave 2021-06-02 13:07:59	LT-T-Z:LP-DIR-T	g	1626	u	8	273			pmagpy-4.2.24-1	9.06E-09	1.35E-10	3.94E-10	1.64E-10
PF18-137a_LP-DIR-T-1627	PF18-137a_LP-DIR-T	PF18-137a	6	208	5.1	0	0	0	0	36	969	This study	hargrave 2021-06-03 14:42:33	LT-T-Z:LP-DIR-T	g	1627	u	8	273			pmagpy-4.2.24-1	4.71E-09	2.16E-10	4.47E-10	6.87E-11
PF18-138a_LP-DIR-T-1628	PF18-138a_LP-DIR-T	PF18-138a	1	165.9	61.2	0	0	0	0	0	273	This study	hargrave 2021-04-09 19:11:41	LT-NO:LP-DIR-T	g	1628	u	8	273			pmagpy-4.2.24-1	4.64E-07	4.84E-09	5.81E-09	3.53E-09
PF18-138a_LP-DIR-T-1629	PF18-138a_LP-DIR-T	PF18-138a	0.9	168.9	61.2	0	0	0	0	1	323	This study	hargrave 2021-04-10 17:54:27	LT-T-Z:LP-DIR-T	g	1629	u	8	273			pmagpy-4.2.24-1	4.61E-07	4.69E-09	3.86E-09	3.43E-09
PF18-138a_LP-DIR-T-1630	PF18-138a_LP-DIR-T	PF18-138a	1.2	164.1	60.9	0	0	0	0	2	373	This study	hargrave 2021-04-12 14:22:21	LT-T-Z:LP-DIR-T	g	1630	u	8	273			pmagpy-4.2.24-1	4.33E-07	1.90E-09	8.17E-09	3.00E-09
PF18-138a_LP-DIR-T-1631	PF18-138a_LP-DIR-T	PF18-138a	1.7	165.7	61	0	0	0	0	3	423	This study	hargrave 2021-04-14 15:11:21	LT-T-Z:LP-DIR-T	g	1631	u	8	273			pmagpy-4.2.24-1	4.06E-07	4.98E-09	1.04E-08	2.90E-09
PF18-138a_LP-DIR-T-1632	PF18-138a_LP-DIR-T	PF18-138a	0.7	162.1	61	0	0	0	0	4	473	This study	hargrave 2021-04-15 13:07:31	LT-T-Z:LP-DIR-T	g	1632	u	8	273			pmagpy-4.2.24-1	4.01E-07	2.83E-09	2.21E-09	3.62E-09
PF18-138a_LP-DIR-T-1633	PF18-138a_LP-DIR-T	PF18-138a	0.8	167.6	61.8	0	0	0	0	5	523	This study	hargrave 2021-04-16 18:00:23	LT-T-Z:LP-DIR-T	g	1633	u	8	273			pmagpy-4.2.24-1	3.60E-07	3.87E-09	2.55E-09	2.42E-09
PF18-138a_LP-DIR-T-1634	PF18-138a_LP-DIR-T	PF18-138a	1.4	164.5	61.9	0	0	0	0	6	573	This study	hargrave 2021-04-18 21:01:35	LT-T-Z:LP-DIR-T	g	1634	u	8	273			pmagpy-4.2.24-1	3.18E-07	3.72E-09	6.36E-09	2.19E-09
PF18-138a_LP-DIR-T-1635	PF18-138a_LP-DIR-T	PF18-138a	0.8	160.4	62.1	0	0	0	0	7	598	This study	hargrave 2021-04-21 17:41:36	LT-T-Z:LP-DIR-T	g	1635	u	8	273			pmagpy-4.2.24-1	2.93E-07	1.24E-09	3.60E-09	1.68E-09
PF18-138a_LP-DIR-T-1636	PF18-138a_LP-DIR-T	PF18-138a	1.5	159.7	62.1	0	0	0	0	8	623	This study	hargrave 2021-04-22 15:14:40	LT-T-Z:LP-DIR-T	g	1636	u	8	273			pmagpy-4.2.24-1	2.71E-07	8.26E-10	6.87E-09	1.56E-09
PF18-138a_LP-DIR-T-1637	PF18-138a_LP-DIR-T	PF18-138a	0.9	163.5	62.5	0	0	0	0	9	648	This study	hargrave 2021-04-23 16:28:02	LT-T-Z:LP-DIR-T	g	1637	u	8	273			pmagpy-4.2.24-1	2.37E-07	2.20E-09	2.78E-09	1.30E-09
PF18-138a_LP-DIR-T-1638	PF18-138a_LP-DIR-T	PF18-138a	0.3	161.3	62.9	0	0	0	0	10	688	This study	hargrave 2021-04-25 19:30:33	LT-T-Z:LP-DIR-T	g	1638	u	8	273			pmagpy-4.2.24-1	2.16E-07	1.09E-09	7.23E-10	1.00E-09
PF18-138a_LP-DIR-T-1639	PF18-138a_LP-DIR-T	PF18-138a	0.7	165.9	63.6	0	0	0	0	11	723	This study	hargrave 2021-04-28 09:06:18	LT-T-Z:LP-DIR-T	g	1639	u	8	273			pmagpy-4.2.24-1	2.01E-07	1.15E-09	2.15E-09	9.39E-10
PF18-138a_LP-DIR-T-1640	PF18-138a_LP-DIR-T	PF18-138a	0.4	164.8	64	0	0	0	0	12	748	This study	hargrave 2021-04-30 11:06:51	LT-T-Z:LP-DIR-T	g	1640	u	8	273			pmagpy-4.2.24-1	1.90E-07	8.33E-10	1.13E-09	8.42E-10
PF18-138a_LP-DIR-T-1641	PF18-138a_LP-DIR-T	PF18-138a	0.5	162.7	64.8	0	0	0	0	13	773	This study	hargrave 2021-05-01 13:15:38	LT-T-Z:LP-DIR-T	g	1641	u	8	273			pmagpy-4.2.24-1	1.80E-07	1.42E-09	7.86E-10	6.64E-10
PF18-138a_LP-DIR-T-1642	PF18-138a_LP-DIR-T	PF18-138a	0.8	162.9	65.3	0	0	0	0	14	793	This study	hargrave 2021-05-02 12:05:39	LT-T-Z:LP-DIR-T	g	1642	u	8	273			pmagpy-4.2.24-1	1.66E-07	1.94E-09	1.15E-09	6.66E-10
PF18-138a_LP-DIR-T-1643	PF18-138a_LP-DIR-T	PF18-138a	0.8	169.6	66.9	0	0	0	0	15	808	This study	hargrave 2021-05-03 13:03:02	LT-T-Z:LP-DIR-T	g	1643	u	8	273			pmagpy-4.2.24-1	1.46E-07	9.56E-10	1.55E-09	7.78E-10
PF18-138a_LP-DIR-T-1644	PF18-138a_LP-DIR-T	PF18-138a	1.7	166.1	69.6	0	0	0	0	16	823	This study	hargrave 2021-05-05 11:52:49	LT-T-Z:LP-DIR-T	g	1644	u	8	273			pmagpy-4.2.24-1	1.15E-07	8.04E-10	3.25E-09	2.63E-10
PF18-138a_LP-DIR-T-1645	PF18-138a_LP-DIR-T	PF18-138a	1	159.2	67.6	0	0	0	0	17	833	This study	hargrave 2021-05-06 08:54:57	LT-T-Z:LP-DIR-T	g	1645	u	8	273			pmagpy-4.2.24-1	9.39E-08	1.04E-09	1.39E-09	2.41E-10
PF18-138a_LP-DIR-T-1646	PF18-138a_LP-DIR-T	PF18-138a	1.1	175.2	69.8	0	0	0	0	18	843	This study	hargrave 2021-05-07 14:50:18	LT-T-Z:LP-DIR-T	g	1646	u	8	273			pmagpy-4.2.24-1	6.41E-08	7.64E-10	8.92E-10	2.13E-10
PF18-138a_LP-DIR-T-1647	PF18-138a_LP-DIR-T	PF18-138a	1.5	145.2	75	0	0	0	0	19	853	This study	hargrave 2021-05-09 09:33:41	LT-T-Z:LP-DIR-T	g	1647	u	8	273			pmagpy-4.2.24-1	5.08E-08	7.35E-10	1.23E-09	2.10E-10
PF18-138a_LP-DIR-T-1648	PF18-138a_LP-DIR-T	PF18-138a	2.6	139.9	76.6	0	0	0	0	20	863	This study	hargrave 2021-05-10 10:23:54	LT-T-Z:LP-DIR-T	g	1648	u	8	273			pmagpy-4.2.24-1	5.01E-08	5.25E-10	2.23E-09	3.06E-10
PF18-138a_LP-DIR-T-1649	PF18-138a_LP-DIR-T	PF18-138a	2.3	256.8	82.7	0	0	0	0	21	873	This study	hargrave 2021-05-11 12:51:52	LT-T-Z:LP-DIR-T	g	1649	u	8	273			pmagpy-4.2.24-1	4.33E-08	1.26E-09	1.17E-09	9.80E-11
PF18-138a_LP-DIR-T-1650	PF18-138a_LP-DIR-T	PF18-138a	2.2	351.5	85.8	0	0	0	0	22	883	This study	hargrave 2021-05-12 13:53:41	LT-T-Z:LP-DIR-T	g	1650	u	8	273			pmagpy-4.2.24-1	3.70E-08	9.79E-10	9.94E-10	1.23E-10
PF18-138a_LP-DIR-T-1651	PF18-138a_LP-DIR-T	PF18-138a	2.5	212.9	64.7	0	0	0	0	23	893	This study	hargrave 2021-05-13 17:43:34	LT-T-Z:LP-DIR-T	g	1651	u	8	273			pmagpy-4.2.24-1	3.86E-08	1.19E-09	1.18E-09	3.56E-10
PF18-138a_LP-DIR-T-1652	PF18-138a_LP-DIR-T	PF18-138a	4.3	186	64	0	0	0	0	24	903	This study	hargrave 2021-05-16 13:41:49	LT-T-Z:LP-DIR-T	g	1652	u	8	273			pmagpy-4.2.24-1	3.69E-08	7.31E-10	2.65E-09	2.13E-10
PF18-138a_LP-DIR-T-1653	PF18-138a_LP-DIR-T	PF18-138a	1.7	276.9	65.8	0	0	0	0	25	913	This study	hargrave 2021-05-17 09:05:47	LT-T-Z:LP-DIR-T	g	1653	u	8	273			pmagpy-4.2.24-1	3.40E-08	6.91E-10	5.75E-10	5.29E-10
PF18-138a_LP-DIR-T-1654	PF18-138a_LP-DIR-T	PF18-138a	3.2	176.8	58.3	0	0	0	0	26	923	This study	hargrave 2021-05-18 11:15:26	LT-T-Z:LP-DIR-T	g	1654	u	8	273			pmagpy-4.2.24-1	3.59E-08	6.25E-10	1.97E-09	4.02E-10
PF18-138a_LP-DIR-T-1655	PF18-138a_LP-DIR-T	PF18-138a	3	291.1	53.9	0	0	0	0	27	933	This study	hargrave 2021-05-19 10:51:13	LT-T-Z:LP-DIR-T	g	1655	u	8	273			pmagpy-4.2.24-1	2.97E-08	1.27E-09	8.52E-10	5.08E-10
PF18-138a_LP-DIR-T-1656	PF18-138a_LP-DIR-T	PF18-138a	1.6	27.7	64.1	0	0	0	0	28	937	This study	hargrave 2021-05-20 18:40:04	LT-T-Z:LP-DIR-T	g	1656	u	8	273			pmagpy-4.2.24-1	2.28E-08	3.00E-10	6.22E-10	4.82E-10
PF18-138a_LP-DIR-T-1657	PF18-138a_LP-DIR-T	PF18-138a	4.1	346.8	49.3	0	0	0	0	29	941	This study	hargrave 2021-05-22 09:32:57	LT-T-Z:LP-DIR-T	g	1657	u	8	273			pmagpy-4.2.24-1	2.33E-08	1.19E-09	6.27E-10	1.02E-09
PF18-138a_LP-DIR-T-1658	PF18-138a_LP-DIR-T	PF18-138a	5.9	188.8	46.5	0	0	0	0	30	945	This study	hargrave 2021-05-24 09:33:04	LT-T-Z:LP-DIR-T	g	1658	u	8	273			pmagpy-4.2.24-1	1.90E-08	1.35E-09	1.74E-09	6.04E-10
PF18-138a_LP-DIR-T-1659	PF18-138a_LP-DIR-T	PF18-138a	4.7	277.1	38.3	0	0	0	0	31	947	This study	hargrave 2021-05-25 09:06:06	LT-T-Z:LP-DIR-T	g	1659	u	8	273			pmagpy-4.2.24-1	1.73E-08	1.02E-09	6.90E-10	7.62E-10
PF18-138a_LP-DIR-T-1660	PF18-138a_LP-DIR-T	PF18-138a	7.6	243.6	45.2	0	0	0	0	32	949	This study	hargrave 2021-05-26 09:09:30	LT-T-Z:LP-DIR-T	g	1660	u	8	273			pmagpy-4.2.24-1	1.54E-08	1.78E-09	9.85E-10	5.12E-10
